"X","ResponseId","app_selected","Benefit","FDA_Approval","Invasive","Burden","Privacy","choice","question"
14,"R_6OvgQp1Cn11NbWN",2,"small benefit","FDA not approved","CGM not required","high burden","no privacy","yes","Q10"
15,"R_61XtKmaCrdKbm4H",2,"small benefit","FDA not approved","CGM not required","high burden","no privacy","yes","Q10"
16,"R_5WxlazDmyHXu82l",2,"small benefit","FDA not approved","CGM not required","high burden","no privacy","yes","Q10"
17,"R_6alzky3r3AiOdGw",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
18,"R_13fBuKPx13nVOmM",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
19,"R_5lxMgYsU0eYfeOl",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
20,"R_6IHtpYy4YR1cYpS",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
21,"R_6VvF4tZAxLgaxlT",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
22,"R_5RJOH4EWjbehAhH",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
23,"R_7RVo6gunT52Zv7B",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
24,"R_1MaGxEqIUA03UUW",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
25,"R_7MFE81uW7pKopKS",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
26,"R_1qgdEuKExpGBTMv",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
27,"R_3CgcNVHzKFwRLbX",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
28,"R_7hYef0zUpMGPTq5",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
29,"R_5wnVy3Dhc2O9Lgc",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
30,"R_6alzky3r3AiOdGw",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
31,"R_13fBuKPx13nVOmM",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
32,"R_5lxMgYsU0eYfeOl",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
33,"R_6IHtpYy4YR1cYpS",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
34,"R_6VvF4tZAxLgaxlT",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
35,"R_5RJOH4EWjbehAhH",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
36,"R_7RVo6gunT52Zv7B",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
37,"R_1MaGxEqIUA03UUW",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
38,"R_7MFE81uW7pKopKS",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
39,"R_1qgdEuKExpGBTMv",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
40,"R_3CgcNVHzKFwRLbX",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
41,"R_7hYef0zUpMGPTq5",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
42,"R_5wnVy3Dhc2O9Lgc",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q10"
1,"R_7pbP9Q8KG4JbbZk",1,"large benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q2"
2,"R_5RJOH4EWjbehAhH",1,"large benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q2"
3,"R_13fBuKPx13nVOmM",1,"large benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q2"
4,"R_1qgdEuKExpGBTMv",1,"large benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q2"
5,"R_6IHtpYy4YR1cYpS",1,"large benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q2"
6,"R_6KkThgjhcqeCccY",1,"large benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q2"
7,"R_5PtqB5XkN8kVb5G",2,"small benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q2"
8,"R_57Kkm5961TEEEud",2,"small benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q2"
9,"R_61XtKmaCrdKbm4H",2,"small benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q2"
10,"R_3dKrAvy6gP5kvlf",2,"small benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q2"
11,"R_8duaER8VI6Zxum0",2,"small benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q2"
12,"R_3CgcNVHzKFwRLbX",2,"small benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q2"
13,"R_7ePSOgHGP1DCQTF",2,"small benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q2"
14,"R_5PtqB5XkN8kVb5G",2,"large benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q2"
15,"R_57Kkm5961TEEEud",2,"large benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q2"
16,"R_61XtKmaCrdKbm4H",2,"large benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q2"
17,"R_3dKrAvy6gP5kvlf",2,"large benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q2"
18,"R_8duaER8VI6Zxum0",2,"large benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q2"
19,"R_3CgcNVHzKFwRLbX",2,"large benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q2"
20,"R_7ePSOgHGP1DCQTF",2,"large benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q2"
21,"R_7pbP9Q8KG4JbbZk",1,"small benefit","FDA approved","CGM not required","high burden","no privacy","no","Q2"
22,"R_5RJOH4EWjbehAhH",1,"small benefit","FDA approved","CGM not required","high burden","no privacy","no","Q2"
23,"R_13fBuKPx13nVOmM",1,"small benefit","FDA approved","CGM not required","high burden","no privacy","no","Q2"
24,"R_1qgdEuKExpGBTMv",1,"small benefit","FDA approved","CGM not required","high burden","no privacy","no","Q2"
25,"R_6IHtpYy4YR1cYpS",1,"small benefit","FDA approved","CGM not required","high burden","no privacy","no","Q2"
26,"R_6KkThgjhcqeCccY",1,"small benefit","FDA approved","CGM not required","high burden","no privacy","no","Q2"
1,"R_57Kkm5961TEEEud",1,"small benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q3"
2,"R_6alzky3r3AiOdGw",1,"small benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q3"
3,"R_5PtqB5XkN8kVb5G",1,"small benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q3"
4,"R_3CgcNVHzKFwRLbX",1,"small benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q3"
5,"R_1MaGxEqIUA03UUW",1,"small benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q3"
6,"R_13fBuKPx13nVOmM",1,"small benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q3"
7,"R_5RJOH4EWjbehAhH",2,"large benefit","FDA not approved","CGM not required","high burden","no privacy","yes","Q3"
8,"R_3xEleGYUb768B3M",2,"large benefit","FDA not approved","CGM not required","high burden","no privacy","yes","Q3"
9,"R_7ePSOgHGP1DCQTF",2,"large benefit","FDA not approved","CGM not required","high burden","no privacy","yes","Q3"
10,"R_5RJOH4EWjbehAhH",2,"small benefit","FDA approved","CGM required","low burden","yes privacy","no","Q3"
11,"R_3xEleGYUb768B3M",2,"small benefit","FDA approved","CGM required","low burden","yes privacy","no","Q3"
12,"R_7ePSOgHGP1DCQTF",2,"small benefit","FDA approved","CGM required","low burden","yes privacy","no","Q3"
13,"R_57Kkm5961TEEEud",1,"large benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q3"
14,"R_6alzky3r3AiOdGw",1,"large benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q3"
15,"R_5PtqB5XkN8kVb5G",1,"large benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q3"
16,"R_3CgcNVHzKFwRLbX",1,"large benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q3"
17,"R_1MaGxEqIUA03UUW",1,"large benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q3"
18,"R_13fBuKPx13nVOmM",1,"large benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q3"
1,"R_6IHtpYy4YR1cYpS",1,"small benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q4"
2,"R_7oXQsZzm76N1Oxr",1,"small benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q4"
3,"R_7PtIcP1pK9QqNIc",1,"small benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q4"
4,"R_57Kkm5961TEEEud",1,"small benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q4"
5,"R_7pbP9Q8KG4JbbZk",1,"small benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q4"
6,"R_3CgcNVHzKFwRLbX",1,"small benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q4"
7,"R_7hYef0zUpMGPTq5",1,"small benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q4"
8,"R_7TSKwFGnLlZmZwt",1,"small benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q4"
9,"R_13fBuKPx13nVOmM",2,"large benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q4"
10,"R_3U7I8G9b40NcBwd",2,"large benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q4"
11,"R_6KkThgjhcqeCccY",2,"large benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q4"
12,"R_3Crm0sGqdWs2IDM",2,"large benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q4"
13,"R_1qgdEuKExpGBTMv",2,"large benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q4"
14,"R_7RVo6gunT52Zv7B",2,"large benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q4"
15,"R_7ePSOgHGP1DCQTF",2,"large benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q4"
16,"R_13fBuKPx13nVOmM",2,"small benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q4"
17,"R_3U7I8G9b40NcBwd",2,"small benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q4"
18,"R_6KkThgjhcqeCccY",2,"small benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q4"
19,"R_3Crm0sGqdWs2IDM",2,"small benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q4"
20,"R_1qgdEuKExpGBTMv",2,"small benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q4"
21,"R_7RVo6gunT52Zv7B",2,"small benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q4"
22,"R_7ePSOgHGP1DCQTF",2,"small benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q4"
23,"R_6IHtpYy4YR1cYpS",1,"large benefit","FDA approved","CGM not required","high burden","no privacy","no","Q4"
24,"R_7oXQsZzm76N1Oxr",1,"large benefit","FDA approved","CGM not required","high burden","no privacy","no","Q4"
25,"R_7PtIcP1pK9QqNIc",1,"large benefit","FDA approved","CGM not required","high burden","no privacy","no","Q4"
26,"R_57Kkm5961TEEEud",1,"large benefit","FDA approved","CGM not required","high burden","no privacy","no","Q4"
27,"R_7pbP9Q8KG4JbbZk",1,"large benefit","FDA approved","CGM not required","high burden","no privacy","no","Q4"
28,"R_3CgcNVHzKFwRLbX",1,"large benefit","FDA approved","CGM not required","high burden","no privacy","no","Q4"
29,"R_7hYef0zUpMGPTq5",1,"large benefit","FDA approved","CGM not required","high burden","no privacy","no","Q4"
30,"R_7TSKwFGnLlZmZwt",1,"large benefit","FDA approved","CGM not required","high burden","no privacy","no","Q4"
1,"R_8duaER8VI6Zxum0",1,"large benefit","FDA approved","CGM required","low burden","no privacy","yes","Q4"
2,"R_13fBuKPx13nVOmM",1,"large benefit","FDA approved","CGM required","low burden","no privacy","yes","Q4"
3,"R_5PtqB5XkN8kVb5G",1,"large benefit","FDA approved","CGM required","low burden","no privacy","yes","Q4"
4,"R_7oXQsZzm76N1Oxr",1,"large benefit","FDA approved","CGM required","low burden","no privacy","yes","Q4"
5,"R_7MFE81uW7pKopKS",1,"large benefit","FDA approved","CGM required","low burden","no privacy","yes","Q4"
6,"R_5RJOH4EWjbehAhH",1,"large benefit","FDA approved","CGM required","low burden","no privacy","yes","Q4"
7,"R_61XtKmaCrdKbm4H",1,"large benefit","FDA approved","CGM required","low burden","no privacy","yes","Q4"
8,"R_7RVo6gunT52Zv7B",1,"large benefit","FDA approved","CGM required","low burden","no privacy","yes","Q4"
9,"R_3CgcNVHzKFwRLbX",1,"large benefit","FDA approved","CGM required","low burden","no privacy","yes","Q4"
10,"R_7eJzNdIatrexDSF",2,"small benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q4"
11,"R_7pbP9Q8KG4JbbZk",2,"small benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q4"
12,"R_6VvF4tZAxLgaxlT",2,"small benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q4"
13,"R_6OvgQp1Cn11NbWN",2,"small benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q4"
14,"R_5WxlazDmyHXu82l",2,"small benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q4"
15,"R_3Crm0sGqdWs2IDM",2,"small benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q4"
16,"R_5lxMgYsU0eYfeOl",2,"small benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q4"
17,"R_7PtIcP1pK9QqNIc",2,"small benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q4"
18,"R_7ePSOgHGP1DCQTF",2,"small benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q4"
19,"R_7eJzNdIatrexDSF",2,"large benefit","FDA approved","CGM required","low burden","no privacy","no","Q4"
20,"R_7pbP9Q8KG4JbbZk",2,"large benefit","FDA approved","CGM required","low burden","no privacy","no","Q4"
21,"R_6VvF4tZAxLgaxlT",2,"large benefit","FDA approved","CGM required","low burden","no privacy","no","Q4"
22,"R_6OvgQp1Cn11NbWN",2,"large benefit","FDA approved","CGM required","low burden","no privacy","no","Q4"
23,"R_5WxlazDmyHXu82l",2,"large benefit","FDA approved","CGM required","low burden","no privacy","no","Q4"
24,"R_3Crm0sGqdWs2IDM",2,"large benefit","FDA approved","CGM required","low burden","no privacy","no","Q4"
25,"R_5lxMgYsU0eYfeOl",2,"large benefit","FDA approved","CGM required","low burden","no privacy","no","Q4"
26,"R_7PtIcP1pK9QqNIc",2,"large benefit","FDA approved","CGM required","low burden","no privacy","no","Q4"
27,"R_7ePSOgHGP1DCQTF",2,"large benefit","FDA approved","CGM required","low burden","no privacy","no","Q4"
28,"R_8duaER8VI6Zxum0",1,"small benefit","FDA not approved","CGM not required","high burden","yes privacy","no","Q4"
29,"R_13fBuKPx13nVOmM",1,"small benefit","FDA not approved","CGM not required","high burden","yes privacy","no","Q4"
30,"R_5PtqB5XkN8kVb5G",1,"small benefit","FDA not approved","CGM not required","high burden","yes privacy","no","Q4"
31,"R_7oXQsZzm76N1Oxr",1,"small benefit","FDA not approved","CGM not required","high burden","yes privacy","no","Q4"
32,"R_7MFE81uW7pKopKS",1,"small benefit","FDA not approved","CGM not required","high burden","yes privacy","no","Q4"
33,"R_5RJOH4EWjbehAhH",1,"small benefit","FDA not approved","CGM not required","high burden","yes privacy","no","Q4"
34,"R_61XtKmaCrdKbm4H",1,"small benefit","FDA not approved","CGM not required","high burden","yes privacy","no","Q4"
35,"R_7RVo6gunT52Zv7B",1,"small benefit","FDA not approved","CGM not required","high burden","yes privacy","no","Q4"
36,"R_3CgcNVHzKFwRLbX",1,"small benefit","FDA not approved","CGM not required","high burden","yes privacy","no","Q4"
1,"R_7oXQsZzm76N1Oxr",1,"large benefit","FDA not approved","CGM required","low burden","no privacy","yes","Q6"
2,"R_5RJOH4EWjbehAhH",1,"large benefit","FDA not approved","CGM required","low burden","no privacy","yes","Q6"
3,"R_7RVo6gunT52Zv7B",1,"large benefit","FDA not approved","CGM required","low burden","no privacy","yes","Q6"
4,"R_6VvF4tZAxLgaxlT",1,"large benefit","FDA not approved","CGM required","low burden","no privacy","yes","Q6"
5,"R_1qgdEuKExpGBTMv",1,"large benefit","FDA not approved","CGM required","low burden","no privacy","yes","Q6"
6,"R_3CgcNVHzKFwRLbX",1,"large benefit","FDA not approved","CGM required","low burden","no privacy","yes","Q6"
7,"R_57Kkm5961TEEEud",1,"large benefit","FDA not approved","CGM required","low burden","no privacy","yes","Q6"
8,"R_6IHtpYy4YR1cYpS",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q6"
9,"R_3xEleGYUb768B3M",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q6"
10,"R_6OvgQp1Cn11NbWN",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q6"
11,"R_3U7I8G9b40NcBwd",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q6"
12,"R_6alzky3r3AiOdGw",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q6"
13,"R_3rOEd6r1440D4WK",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q6"
14,"R_7PtIcP1pK9QqNIc",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q6"
15,"R_13fBuKPx13nVOmM",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q6"
16,"R_7TSKwFGnLlZmZwt",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q6"
17,"R_1MaGxEqIUA03UUW",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q6"
18,"R_7MFE81uW7pKopKS",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q6"
19,"R_3dKrAvy6gP5kvlf",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q6"
20,"R_6IHtpYy4YR1cYpS",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q6"
21,"R_3xEleGYUb768B3M",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q6"
22,"R_6OvgQp1Cn11NbWN",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q6"
23,"R_3U7I8G9b40NcBwd",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q6"
24,"R_6alzky3r3AiOdGw",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q6"
25,"R_3rOEd6r1440D4WK",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q6"
26,"R_7PtIcP1pK9QqNIc",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q6"
27,"R_13fBuKPx13nVOmM",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q6"
28,"R_7TSKwFGnLlZmZwt",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q6"
29,"R_1MaGxEqIUA03UUW",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q6"
30,"R_7MFE81uW7pKopKS",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q6"
31,"R_3dKrAvy6gP5kvlf",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q6"
32,"R_7oXQsZzm76N1Oxr",1,"small benefit","FDA approved","CGM not required","high burden","yes privacy","no","Q6"
33,"R_5RJOH4EWjbehAhH",1,"small benefit","FDA approved","CGM not required","high burden","yes privacy","no","Q6"
34,"R_7RVo6gunT52Zv7B",1,"small benefit","FDA approved","CGM not required","high burden","yes privacy","no","Q6"
35,"R_6VvF4tZAxLgaxlT",1,"small benefit","FDA approved","CGM not required","high burden","yes privacy","no","Q6"
36,"R_1qgdEuKExpGBTMv",1,"small benefit","FDA approved","CGM not required","high burden","yes privacy","no","Q6"
37,"R_3CgcNVHzKFwRLbX",1,"small benefit","FDA approved","CGM not required","high burden","yes privacy","no","Q6"
38,"R_57Kkm5961TEEEud",1,"small benefit","FDA approved","CGM not required","high burden","yes privacy","no","Q6"
1,"R_8duaER8VI6Zxum0",1,"small benefit","FDA approved","CGM required","low burden","no privacy","yes","Q7"
2,"R_5wnVy3Dhc2O9Lgc",1,"small benefit","FDA approved","CGM required","low burden","no privacy","yes","Q7"
3,"R_7pbP9Q8KG4JbbZk",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q7"
4,"R_57Kkm5961TEEEud",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q7"
5,"R_3rOEd6r1440D4WK",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q7"
6,"R_3xEleGYUb768B3M",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q7"
7,"R_1MaGxEqIUA03UUW",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q7"
8,"R_3Crm0sGqdWs2IDM",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q7"
9,"R_7TSKwFGnLlZmZwt",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q7"
10,"R_61XtKmaCrdKbm4H",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q7"
11,"R_1RPrzhsoVoA8tyP",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q7"
12,"R_7pbP9Q8KG4JbbZk",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q7"
13,"R_57Kkm5961TEEEud",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q7"
14,"R_3rOEd6r1440D4WK",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q7"
15,"R_3xEleGYUb768B3M",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q7"
16,"R_1MaGxEqIUA03UUW",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q7"
17,"R_3Crm0sGqdWs2IDM",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q7"
18,"R_7TSKwFGnLlZmZwt",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q7"
19,"R_61XtKmaCrdKbm4H",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q7"
20,"R_1RPrzhsoVoA8tyP",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q7"
21,"R_8duaER8VI6Zxum0",1,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","no","Q7"
22,"R_5wnVy3Dhc2O9Lgc",1,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","no","Q7"
23,"R_8duaER8VI6Zxum0",1,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","no","Q7"
24,"R_5wnVy3Dhc2O9Lgc",1,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","no","Q7"
1,"R_5RJOH4EWjbehAhH",1,"small benefit","FDA not approved","CGM required","low burden","no privacy","yes","Q8"
2,"R_1qgdEuKExpGBTMv",1,"small benefit","FDA not approved","CGM required","low burden","no privacy","yes","Q8"
3,"R_61XtKmaCrdKbm4H",1,"small benefit","FDA not approved","CGM required","low burden","no privacy","yes","Q8"
4,"R_7pbP9Q8KG4JbbZk",2,"large benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q8"
5,"R_5lxMgYsU0eYfeOl",2,"large benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q8"
6,"R_3rOEd6r1440D4WK",2,"large benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q8"
7,"R_5WxlazDmyHXu82l",2,"large benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q8"
8,"R_7TSKwFGnLlZmZwt",2,"large benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q8"
9,"R_7PtIcP1pK9QqNIc",2,"large benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q8"
10,"R_6KkThgjhcqeCccY",2,"large benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q8"
11,"R_8duaER8VI6Zxum0",2,"large benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q8"
12,"R_7RVo6gunT52Zv7B",2,"large benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q8"
13,"R_1RPrzhsoVoA8tyP",2,"large benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q8"
14,"R_7eJzNdIatrexDSF",2,"large benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q8"
15,"R_7ePSOgHGP1DCQTF",2,"large benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q8"
16,"R_7pbP9Q8KG4JbbZk",2,"small benefit","FDA not approved","CGM required","low burden","no privacy","no","Q8"
17,"R_5lxMgYsU0eYfeOl",2,"small benefit","FDA not approved","CGM required","low burden","no privacy","no","Q8"
18,"R_3rOEd6r1440D4WK",2,"small benefit","FDA not approved","CGM required","low burden","no privacy","no","Q8"
19,"R_5WxlazDmyHXu82l",2,"small benefit","FDA not approved","CGM required","low burden","no privacy","no","Q8"
20,"R_7TSKwFGnLlZmZwt",2,"small benefit","FDA not approved","CGM required","low burden","no privacy","no","Q8"
21,"R_7PtIcP1pK9QqNIc",2,"small benefit","FDA not approved","CGM required","low burden","no privacy","no","Q8"
22,"R_6KkThgjhcqeCccY",2,"small benefit","FDA not approved","CGM required","low burden","no privacy","no","Q8"
23,"R_8duaER8VI6Zxum0",2,"small benefit","FDA not approved","CGM required","low burden","no privacy","no","Q8"
24,"R_7RVo6gunT52Zv7B",2,"small benefit","FDA not approved","CGM required","low burden","no privacy","no","Q8"
25,"R_1RPrzhsoVoA8tyP",2,"small benefit","FDA not approved","CGM required","low burden","no privacy","no","Q8"
26,"R_7eJzNdIatrexDSF",2,"small benefit","FDA not approved","CGM required","low burden","no privacy","no","Q8"
27,"R_7ePSOgHGP1DCQTF",2,"small benefit","FDA not approved","CGM required","low burden","no privacy","no","Q8"
28,"R_5RJOH4EWjbehAhH",1,"large benefit","FDA approved","CGM not required","high burden","yes privacy","no","Q8"
29,"R_1qgdEuKExpGBTMv",1,"large benefit","FDA approved","CGM not required","high burden","yes privacy","no","Q8"
30,"R_61XtKmaCrdKbm4H",1,"large benefit","FDA approved","CGM not required","high burden","yes privacy","no","Q8"
1,"R_6alzky3r3AiOdGw",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q9"
2,"R_13fBuKPx13nVOmM",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q9"
3,"R_5lxMgYsU0eYfeOl",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q9"
4,"R_6IHtpYy4YR1cYpS",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q9"
5,"R_6VvF4tZAxLgaxlT",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q9"
6,"R_5RJOH4EWjbehAhH",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q9"
7,"R_7RVo6gunT52Zv7B",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q9"
8,"R_1MaGxEqIUA03UUW",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q9"
9,"R_7MFE81uW7pKopKS",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q9"
10,"R_1qgdEuKExpGBTMv",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q9"
11,"R_3CgcNVHzKFwRLbX",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q9"
12,"R_7hYef0zUpMGPTq5",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q9"
